<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
DRE.US,D,20090414,000000,5.31904,5.68726,4.97022,5.01687,10320714.176584,0
DRE.US,D,20090415,000000,5.00991,5.58859,4.86549,5.5493,9434563.4261394,0
DRE.US,D,20090416,000000,5.42408,6.14072,5.25986,6.12112,72346111.079461,0
DRE.US,D,20090417,000000,5.89763,6.54166,5.81865,6.16697,17446741.500134,0
DRE.US,D,20090420,000000,5.98963,6.02892,5.22047,5.33177,19552318.977552,0
DRE.US,D,20090421,000000,5.24693,6.10143,4.52313,5.98306,18144979.252693,0
DRE.US,D,20090422,000000,5.6611,6.18667,5.42408,5.58193,13403457.138911,0
DRE.US,D,20090423,000000,5.62818,6.1801,5.54224,6.11456,13748023.619577,0
DRE.US,D,20090424,000000,6.09486,6.78544,5.99629,6.53529,19977855.363935,0
DRE.US,D,20090427,000000,6.21313,6.50883,5.6611,5.89066,13159055.426381,0
DRE.US,D,20090428,000000,5.81865,6.27877,5.66737,6.00942,8881614.2535325,0
DRE.US,D,20090429,000000,6.04215,6.44995,5.95671,6.3843,10860227.347651,0
DRE.US,D,20090430,000000,6.42996,6.79827,6.37754,6.42379,17073529.512444,0
DRE.US,D,20090501,000000,6.33805,6.33805,5.96974,6.06214,11960906.725191,0
DRE.US,D,20090504,000000,6.27877,6.93643,6.1801,6.87715,15964370.694842,0
DRE.US,D,20090505,000000,6.85765,6.9037,6.48944,6.52843,8914072.1908045,0
DRE.US,D,20090506,000000,6.7195,6.73909,6.2921,6.45661,15246840.557253,0
DRE.US,D,20090507,000000,6.67335,6.68011,5.60162,5.81865,14889209.063117,0
DRE.US,D,20090508,000000,5.87127,6.46925,5.87127,6.43692,14026863.883194,0
DRE.US,D,20090511,000000,6.01599,6.54166,5.98306,6.26574,10289330.998789,0
DRE.US,D,20090512,000000,6.42379,6.44995,5.77926,6.0884,8932767.3755267,0
DRE.US,D,20090513,000000,5.91075,6.02892,5.27289,5.31238,10363169.68938,0
DRE.US,D,20090514,000000,5.31904,5.81189,5.15483,5.67403,9366441.3701447,0
DRE.US,D,20090515,000000,5.65434,5.75281,5.2336,5.39105,8913622.782492,0
DRE.US,D,20090518,000000,5.49659,6.0685,5.47013,6.01599,11779108.495441,0
DRE.US,D,20090519,000000,5.95671,6.11456,5.69352,5.89763,7333656.9800852,0
DRE.US,D,20090520,000000,6.06214,6.30513,5.87127,5.91732,8492048.6291287,0
DRE.US,D,20090521,000000,5.80562,6.02255,5.6611,5.85824,4794964.503623,0
DRE.US,D,20090522,000000,5.8846,6.02892,5.62141,5.6611,4530437.945028,0
DRE.US,D,20090526,000000,5.62141,6.12779,5.5493,6.0884,9951291.4952245,0
DRE.US,D,20090527,000000,6.0884,6.13445,5.66737,5.73311,8690502.1119099,0
DRE.US,D,20090528,000000,5.81189,5.93055,5.60162,5.87127,8547485.7082135,0
DRE.US,D,20090529,000000,5.92339,6.25271,5.83825,6.25271,7489221.627961,0
DRE.US,D,20090601,000000,6.31816,6.87078,6.26574,6.55508,9288608.2741267,0
DRE.US,D,20090602,000000,6.52226,6.67335,6.39723,6.44299,6967536.997398,0
DRE.US,D,20090603,000000,6.35098,6.46318,6.15414,6.25271,3693242.5390135,0
DRE.US,D,20090604,000000,6.14072,6.66688,6.14072,6.52226,6229916.1969265,0
DRE.US,D,20090605,000000,6.57438,6.72566,6.42379,6.5157,4869670.8438202,0
DRE.US,D,20090608,000000,6.35098,6.48944,6.16041,6.33805,4466062.9690795,0
DRE.US,D,20090609,000000,6.35098,6.39723,6.1999,6.23282,4635028.4299245,0
DRE.US,D,20090610,000000,6.27231,6.35098,5.8846,6.03558,6142399.2063538,0
DRE.US,D,20090611,000000,6.00942,6.16697,5.8846,5.92339,4341754.8201458,0
DRE.US,D,20090612,000000,5.95004,6.32482,5.84491,6.3115,5861519.0110452,0
DRE.US,D,20090615,000000,6.23918,6.24585,5.74624,5.83188,7993228.5261781,0
DRE.US,D,20090616,000000,5.96317,6.03558,5.6611,5.84491,5196649.0716483,0
DRE.US,D,20090617,000000,5.81865,5.96317,5.57526,5.60162,6874870.4109046,0
DRE.US,D,20090618,000000,5.70019,5.72008,5.46346,5.60828,5598598.0566449,0
DRE.US,D,20090619,000000,5.64767,5.82512,5.64767,5.81865,6653804.7528297,0
DRE.US,D,20090622,000000,5.75281,5.78563,5.2532,5.27946,9061210.684168,0
DRE.US,D,20090623,000000,5.47013,5.84491,5.3647,5.46346,8522964.3016325,0
DRE.US,D,20090624,000000,5.50305,5.64767,5.43064,5.5493,4798299.3747025,0
DRE.US,D,20090625,000000,5.51628,5.60828,5.33874,5.60162,3964419.7374007,0
DRE.US,D,20090626,000000,5.59496,5.73311,5.50972,5.67403,5223753.3192915,0
DRE.US,D,20090629,000000,5.75281,5.84491,5.56253,5.66737,3222877.9248068,0
DRE.US,D,20090630,000000,5.68069,5.79856,5.61505,5.76613,4194237.2956104,0
DRE.US,D,20090701,000000,5.79856,5.95671,5.7726,5.81189,3708446.0121713,0
DRE.US,D,20090702,000000,5.64767,5.69352,5.33177,5.33177,5913788.1134126,0
DRE.US,D,20090706,000000,5.30561,5.72665,5.30561,5.68726,6696608.1297785,0
DRE.US,D,20090707,000000,5.68726,5.72008,5.26613,5.32541,6383074.9519795,0
DRE.US,D,20090708,000000,5.35853,5.44407,4.95739,5.13483,8348192.7266831,0
DRE.US,D,20090709,000000,5.25986,5.33177,5.01687,5.05606,5919473.5809901,0
DRE.US,D,20090710,000000,5.02274,5.12837,4.90467,5.01687,5382406.5182545,0
DRE.US,D,20090713,000000,5.11544,5.2532,4.89811,5.22047,7834699.9952928,0
DRE.US,D,20090714,000000,5.20705,5.37176,5.06243,5.28612,3928119.2082488,0
DRE.US,D,20090715,000000,5.37773,5.56253,5.28612,5.48962,6667826.8954122,0
DRE.US,D,20090716,000000,5.39105,5.63454,5.33874,5.55537,3866223.518427,0
DRE.US,D,20090717,000000,5.53597,5.54224,5.24017,5.33874,4950259.7075888,0
DRE.US,D,20090720,000000,5.39105,5.60162,5.39105,5.58859,6507144.8240227,0
DRE.US,D,20090721,000000,5.69352,5.69352,5.41085,5.56253,5305214.8596043,0
DRE.US,D,20090722,000000,5.49659,5.62818,5.40468,5.50305,3795202.9296248,0
DRE.US,D,20090723,000000,5.51628,5.92339,5.4375,5.80562,7982294.9346829,0
DRE.US,D,20090724,000000,5.70019,5.8846,5.63454,5.85137,3283317.8132047,0
DRE.US,D,20090727,000000,5.87127,6.14718,5.73968,6.11456,5764185.4147383,0
DRE.US,D,20090728,000000,6.0685,6.19353,5.94368,6.03558,5784873.2779289,0
DRE.US,D,20090729,000000,5.99629,6.07487,5.8649,5.96317,3931128.3337059,0
DRE.US,D,20090730,000000,6.00942,6.16041,5.8846,6.09486,6855437.2715932,0
DRE.US,D,20090731,000000,6.04215,6.27231,5.98306,6.23918,4216492.5582623,0
DRE.US,D,20090803,000000,6.28534,6.37754,6.11456,6.20666,5207595.7331839,0
DRE.US,D,20090804,000000,6.12112,6.60133,6.02892,6.60133,11285085.09732,0
DRE.US,D,20090805,000000,6.6073,6.99571,6.52843,6.94269,10347564.061133,0
DRE.US,D,20090806,000000,7.19941,7.82972,7.19941,7.54187,12136602.251459,0
DRE.US,D,20090807,000000,7.75114,8.3888,7.5546,7.92192,12580340.177191,0
DRE.US,D,20090810,000000,7.85697,7.89109,7.16639,7.28525,7989955.9891375,0
DRE.US,D,20090811,000000,7.23184,7.31797,6.87078,7.06772,6690964.8884854,0
DRE.US,D,20090812,000000,7.0349,7.19275,6.84423,6.86372,8138209.4574866,0
DRE.US,D,20090813,000000,7.0153,7.27113,6.81787,7.2192,6149841.0862847,0
DRE.US,D,20090814,000000,7.1272,7.19941,6.86372,7.14013,5802332.8411387,0
DRE.US,D,20090817,000000,6.9232,6.9232,6.65365,6.70617,7259531.7539922,0
DRE.US,D,20090818,000000,6.75222,6.94269,6.64082,6.83776,4305810.198248,0
DRE.US,D,20090819,000000,6.69324,6.91654,6.59447,6.77172,3513093.14513,0
DRE.US,D,20090820,000000,6.77172,7.14689,6.74556,7.1272,4613509.1110864,0
DRE.US,D,20090821,000000,7.21214,7.60075,7.17335,7.37745,4702428.6175336,0
DRE.US,D,20090824,000000,7.40351,7.79102,7.40351,7.51441,7263036.535597,0
DRE.US,D,20090825,000000,7.5546,7.70588,7.35706,7.51441,4505446.0169923,0
DRE.US,D,20090826,000000,7.40878,7.54843,7.29132,7.53471,6593649.3891576,0
DRE.US,D,20090827,000000,7.56713,7.62084,7.27113,7.60075,4663807.6535154,0
DRE.US,D,20090828,000000,7.71881,7.85697,7.56116,7.83648,4660507.9710062,0
DRE.US,D,20090831,000000,7.57389,7.6663,7.40351,7.57389,8024327.1792476,0
DRE.US,D,20090901,000000,7.5546,7.65894,7.14689,7.17962,7924416.7742049,0
DRE.US,D,20090902,000000,7.11367,7.14689,6.87078,6.90987,6398614.224637,0
DRE.US,D,20090903,000000,6.96895,6.99571,6.77838,6.92976,6553426.8424955,0
DRE.US,D,20090904,000000,6.89694,7.04813,6.72566,7.02843,3624794.7373963,0
DRE.US,D,20090908,000000,7.08105,7.39705,7.08105,7.32404,5074236.0785737,0
DRE.US,D,20090909,000000,7.24467,7.51441,7.19941,7.49512,4433847.330249,0
DRE.US,D,20090910,000000,7.42917,7.63964,7.36412,7.60711,5389709.6546795,0
DRE.US,D,20090911,000000,7.61348,7.80972,7.42917,7.75114,6011587.2042355,0
DRE.US,D,20090914,000000,7.63964,8.1851,7.54187,8.1851,7175193.7994019,0
DRE.US,D,20090915,000000,8.1851,8.49493,7.99333,8.33728,7221338.0797566,0
DRE.US,D,20090916,000000,8.42262,8.67914,8.29123,8.65179,6482462.5554059,0
DRE.US,D,20090917,000000,8.63925,9.01722,8.23145,8.35528,5841644.5065231,0
DRE.US,D,20090918,000000,8.43645,8.52696,8.04138,8.23762,5603037.8488328,0
DRE.US,D,20090921,000000,8.23762,8.31639,7.89109,7.89109,8510353.7234141,0
DRE.US,D,20090922,000000,7.9626,8.2773,7.82972,8.22538,7436059.7412949,0
DRE.US,D,20090923,000000,8.23762,8.30426,7.70588,7.73174,6999684.2698633,0
DRE.US,D,20090924,000000,7.76596,7.90889,7.27113,7.40878,8527163.8061544,0
DRE.US,D,20090925,000000,7.36412,7.75114,7.23184,7.60711,6156696.8251726,0
DRE.US,D,20090928,000000,7.84374,8.13984,7.77153,8.13984,8706093.664729,0
DRE.US,D,20090929,000000,8.13984,8.13984,7.73174,7.7583,6153384.072623,0
DRE.US,D,20090930,000000,7.80495,7.92192,7.56116,7.89536,8509571.5317651,0
DRE.US,D,20091001,000000,7.84374,7.89109,7.45553,7.48746,10202536.881989,0
DRE.US,D,20091002,000000,7.29132,7.86324,7.18648,7.52794,8006174.9038962,0
DRE.US,D,20091005,000000,7.62084,7.8694,7.54187,7.82395,5557243.443406,0
DRE.US,D,20091006,000000,7.94957,8.0547,7.72558,7.84374,5280490.3647031,0
DRE.US,D,20091007,000000,7.80495,7.92928,7.58812,7.71285,3888768.3327432,0
DRE.US,D,20091008,000000,7.80972,8.08713,7.78526,7.92928,4902934.0966588,0
DRE.US,D,20091009,000000,7.89109,8.10553,7.74447,8.02725,3985456.4701314,0
DRE.US,D,20091012,000000,8.0547,8.12602,7.97046,8.04824,1862560.1837844,0
DRE.US,D,20091013,000000,7.97613,8.02725,7.74447,7.90173,4288973.975427,0
DRE.US,D,20091014,000000,8.06017,8.2975,8.0003,8.25224,4616764.5565358,0
DRE.US,D,20091015,000000,8.11249,8.25224,8.093,8.21862,3743097.7054563,0
DRE.US,D,20091016,000000,8.08096,8.11926,7.92192,7.94251,3830352.2898331,0
DRE.US,D,20091019,000000,7.9626,8.11249,7.90173,7.97046,3346364.6719702,0
DRE.US,D,20091020,000000,7.97046,8.01362,7.59309,7.6279,5344072.0897376,0
DRE.US,D,20091021,000000,7.62084,7.89536,7.56116,7.59309,6046082.0570357,0
DRE.US,D,20091022,000000,7.60711,8.02725,7.40878,7.982,5435760.4339759,0
DRE.US,D,20091023,000000,8.01362,8.01362,7.74447,7.84374,5146058.9667794,0
DRE.US,D,20091026,000000,7.82395,8.23145,7.82395,8.04138,9292240.7399724,0
DRE.US,D,20091027,000000,8.04138,8.11926,7.69255,7.71285,8584764.4796206,0
DRE.US,D,20091028,000000,7.67972,7.82972,7.30504,7.38402,9042075.1396228,0
DRE.US,D,20091029,000000,7.75114,7.85697,7.47572,7.74447,7121377.4053277,0
DRE.US,D,20091030,000000,7.60711,7.71285,7.18648,7.39058,9314788.5704519,0
DRE.US,D,20091102,000000,7.47572,7.71881,7.13357,7.46916,6102790.951591,0
DRE.US,D,20091103,000000,7.34393,7.67972,7.28525,7.60711,4282866.2450055,0
DRE.US,D,20091104,000000,7.73761,7.75114,7.25203,7.27113,6390778.2327185,0
DRE.US,D,20091105,000000,7.35,7.5546,7.2192,7.46239,6761377.2177147,0
DRE.US,D,20091106,000000,7.37009,7.49512,7.25839,7.28525,5225903.8436325,0
DRE.US,D,20091109,000000,7.33707,7.71881,7.33707,7.71881,8054435.5254093,0
DRE.US,D,20091110,000000,7.60711,7.60711,7.25203,7.36412,5380487.23309,0
DRE.US,D,20091111,000000,7.45553,7.50745,7.21214,7.31797,8409259.9770206,0
DRE.US,D,20091112,000000,7.28525,7.31131,7.14689,7.14689,5442390.9660137,0
DRE.US,D,20091113,000000,7.17962,7.25203,7.12074,7.18648,5917730.2386772,0
DRE.US,D,20091116,000000,7.29132,7.46239,7.21214,7.40878,8566438.272193,0
DRE.US,D,20091117,000000,7.36412,7.46239,7.29798,7.31797,8647080.421511,0
DRE.US,D,20091118,000000,7.33051,7.89109,7.25203,7.83648,11037425.928566,0
DRE.US,D,20091119,000000,7.70588,7.71881,7.62084,7.67972,13272737.632463,0
DRE.US,D,20091120,000000,7.61348,7.69255,7.5546,7.6462,6170763.2048149,0
DRE.US,D,20091123,000000,7.7583,7.84971,7.59309,7.6663,5329333.1057081,0
DRE.US,D,20091124,000000,7.65894,7.65894,7.48239,7.52148,4835887.8055285,0
DRE.US,D,20091125,000000,7.53471,7.62084,7.46916,7.52148,2498977.6506006,0
DRE.US,D,20091127,000000,7.25839,7.37009,7.17962,7.25203,2962497.5851843,0
DRE.US,D,20091130,000000,7.29798,7.39058,7.16639,7.37009,6990996.7145428,0
DRE.US,D,20091201,000000,7.44936,7.53471,7.42917,7.50745,5319038.9408052,0
DRE.US,D,20091202,000000,7.40878,7.59309,7.40351,7.52148,7811177.9441092,0
DRE.US,D,20091203,000000,7.54187,7.6462,7.37009,7.39705,7896216.6539429,0
DRE.US,D,20091204,000000,7.51441,7.67972,7.49512,7.63964,7463253.4684455,0
DRE.US,D,20091207,000000,7.63377,7.67972,7.4433,7.52148,4557000.2886881,0
DRE.US,D,20091208,000000,7.41594,7.63377,7.33051,7.35706,3405352.7804952,0
DRE.US,D,20091209,000000,7.36412,7.42271,7.25839,7.28525,3275502.9344284,0
DRE.US,D,20091210,000000,7.33051,7.39705,7.26556,7.32404,4060293.5107328,0
DRE.US,D,20091211,000000,7.33707,7.46916,7.31797,7.46916,1973805.3300241,0
DRE.US,D,20091214,000000,7.47572,7.57389,7.32404,7.56713,3406914.1476301,0
DRE.US,D,20091215,000000,7.49512,7.6279,7.47572,7.50158,2719889.4843537,0
DRE.US,D,20091216,000000,7.52794,7.80495,7.49512,7.73761,4434985.4291522,0
DRE.US,D,20091217,000000,7.58812,7.79838,7.58076,7.74447,4601951.1738148,0
DRE.US,D,20091218,000000,7.76596,7.82395,7.65894,7.78526,3718000.2117096,0
DRE.US,D,20091221,000000,7.82972,7.982,7.78526,7.92928,3671792.5919283,0
DRE.US,D,20091222,000000,7.94251,8.10553,7.94251,8.08096,2859342.7939573,0
DRE.US,D,20091223,000000,8.06734,8.30426,8.06734,8.21862,2903485.347354,0
DRE.US,D,20091224,000000,8.2975,8.34385,8.18948,8.27054,1325090.9659594,0
DRE.US,D,20091228,000000,8.32236,8.47981,8.2586,8.2975,2373429.8586036,0
DRE.US,D,20091229,000000,8.30426,8.39527,8.1672,8.25224,2248121.3488848,0
DRE.US,D,20091230,000000,8.15248,8.25224,8.10066,8.24458,2172269.8720702,0
DRE.US,D,20091231,000000,8.25224,8.34932,7.94957,8.0003,2927821.7625939,0
DRE.US,D,20100104,000000,8.06734,8.12602,7.90173,7.9626,4341280.2771402,0
DRE.US,D,20100105,000000,8.00776,8.14561,7.90173,8.08096,6315360.0780129,0
DRE.US,D,20100106,000000,8.08713,8.27054,8.08713,8.19734,6450923.5425134,0
DRE.US,D,20100107,000000,8.2041,8.47981,8.13288,8.43645,4037759.7556815,0
DRE.US,D,20100108,000000,8.35528,8.63925,8.33728,8.62573,7101176.1497954,0
DRE.US,D,20100111,000000,8.62573,8.79094,8.61857,8.69177,3648891.8703579,0
DRE.US,D,20100112,000000,8.57788,8.69177,8.40899,8.44769,4212514.2390396,0
DRE.US,D,20100113,000000,8.47514,8.68491,8.43078,8.66641,3739745.7427855,0
DRE.US,D,20100114,000000,8.57152,8.64562,8.46877,8.54904,2622770.035632,0
DRE.US,D,20100115,000000,8.46877,8.56177,8.23145,8.33012,3907706.8212946,0
DRE.US,D,20100119,000000,8.33012,8.59231,8.27054,8.57788,5376022.306209,0
DRE.US,D,20100120,000000,8.44769,8.57152,8.37,8.52079,4128247.6669777,0
DRE.US,D,20100121,000000,8.56177,8.61857,8.2586,8.2773,5258518.6213893,0
DRE.US,D,20100122,000000,8.25224,8.40899,7.98876,8.00776,5670885.433979,0
DRE.US,D,20100125,000000,8.10553,8.16043,7.85697,7.97613,4519533.5097767,0
DRE.US,D,20100126,000000,7.89109,7.97613,7.84971,7.87607,6046416.8511477,0
DRE.US,D,20100127,000000,7.85697,7.94957,7.70588,7.92192,5774010.0635743,0
DRE.US,D,20100128,000000,7.80972,7.98876,7.42271,7.52148,12717430.825644,0
DRE.US,D,20100129,000000,7.51441,7.73761,7.39705,7.4433,5688168.0489494,0
DRE.US,D,20100201,000000,7.50158,7.69255,7.47572,7.58076,4630833.9523412,0
DRE.US,D,20100202,000000,7.48239,7.77809,7.37745,7.63377,10101080.190628,0
DRE.US,D,20100203,000000,7.58076,7.59309,7.37009,7.52148,4685230.455132,0
DRE.US,D,20100204,000000,7.46239,7.46239,7.18648,7.18648,5257122.1378411,0
DRE.US,D,20100205,000000,7.19275,7.39705,7.05459,7.39058,6222682.4322545,0
DRE.US,D,20100208,000000,7.37009,7.43584,7.12074,7.12074,5471548.2153887,0
DRE.US,D,20100209,000000,7.27113,7.29132,6.93643,6.99571,6606081.0083611,0
DRE.US,D,20100210,000000,6.93643,7.00217,6.8116,6.87715,10797396.647246,0
DRE.US,D,20100211,000000,6.87715,6.94269,6.74556,6.93643,5438074.8365158,0
DRE.US,D,20100212,000000,6.8116,7.04156,6.76535,7.0153,5280714.5661655,0
DRE.US,D,20100216,000000,7.11367,7.20548,7.0349,7.20548,3774039.5180409,0
DRE.US,D,20100217,000000,7.22607,7.27839,7.14013,7.18648,3916730.1761148,0
DRE.US,D,20100218,000000,7.20548,7.33051,7.04813,7.29132,4372719.756648,0
DRE.US,D,20100219,000000,7.24467,7.36412,7.21214,7.33051,3501076.7510564,0
DRE.US,D,20100222,000000,7.37745,7.40351,7.22607,7.31131,3312871.1853429,0
DRE.US,D,20100223,000000,7.33707,7.38402,7.25203,7.30504,3732757.2927181,0
DRE.US,D,20100224,000000,7.32404,7.38402,7.25839,7.38402,3107162.8247475,0
DRE.US,D,20100225,000000,7.25839,7.34393,7.21214,7.32404,3190386.80974,0
DRE.US,D,20100226,000000,7.34393,7.39705,7.27839,7.29798,4005626.5586443,0
DRE.US,D,20100301,000000,7.33051,7.44936,7.24467,7.37745,4352132.4322298,0
DRE.US,D,20100302,000000,7.35,7.37009,7.19941,7.2391,5308398.9225253,0
DRE.US,D,20100303,000000,7.25203,7.36412,7.17962,7.19941,2812708.8897812,0
DRE.US,D,20100304,000000,7.24467,7.42917,7.2192,7.37009,5082806.0035306,0
DRE.US,D,20100305,000000,7.42917,7.58076,7.37009,7.54843,4939525.1828629,0
DRE.US,D,20100308,000000,7.52148,7.78526,7.49512,7.76596,2575986.3286851,0
DRE.US,D,20100309,000000,7.72558,7.88363,7.65894,7.77809,5503601.9867957,0
DRE.US,D,20100310,000000,7.7583,7.91506,7.72558,7.8694,3499539.5132268,0
DRE.US,D,20100311,000000,7.80495,7.90889,7.68619,7.90889,3138460.5445863,0
DRE.US,D,20100312,000000,7.9626,7.9626,7.82395,7.89536,4480953.7666552,0
DRE.US,D,20100315,000000,7.89109,7.90889,7.71881,7.80972,2344764.2438254,0
DRE.US,D,20100316,000000,7.82972,8.06734,7.82395,8.04824,4484098.6194549,0
DRE.US,D,20100317,000000,8.06017,8.21862,8.03401,8.2041,4008021.3922022,0
DRE.US,D,20100318,000000,8.19734,8.34932,8.12602,8.18948,2955328.1653266,0
DRE.US,D,20100319,000000,8.21196,8.25224,8.093,8.093,3056322.3783355,0
DRE.US,D,20100322,000000,8.0003,8.30426,7.97046,8.27054,2283590.4223892,0
DRE.US,D,20100323,000000,8.2773,8.31023,8.08713,8.21196,2488611.0977815,0
DRE.US,D,20100324,000000,8.13984,8.34385,8.13984,8.27054,2585344.4776173,0
DRE.US,D,20100325,000000,8.37,8.52079,8.28437,8.33012,3839592.8084016,0
DRE.US,D,20100326,000000,8.38303,8.41596,8.22538,8.34385,4253137.9354034,0
DRE.US,D,20100329,000000,8.38303,8.3888,8.23762,8.32236,3680053.862854,0
DRE.US,D,20100330,000000,8.31023,8.40193,8.21862,8.31639,4920268.9917909,0
DRE.US,D,20100331,000000,8.2773,8.31639,8.12602,8.15248,5214762.1368785,0
DRE.US,D,20100401,000000,8.21196,8.25224,8.08096,8.18948,3572061.1459005,0
DRE.US,D,20100405,000000,8.24458,8.44192,8.18948,8.43078,4446034.6402357,0
DRE.US,D,20100406,000000,8.36314,8.73633,8.34385,8.69177,4557688.9792789,0
DRE.US,D,20100407,000000,8.61857,8.72519,8.49493,8.5563,5142875.9092462,0
DRE.US,D,20100408,000000,8.49493,8.6128,8.46877,8.54904,3023912.6996743,0
DRE.US,D,20100409,000000,8.59231,8.81033,8.48777,8.79094,4845049.9038545,0
DRE.US,D,20100412,000000,8.77751,8.83729,8.69177,8.79551,3622881.4845581,0
DRE.US,D,20100413,000000,8.78447,9.05273,8.75185,9.02428,2530869.5545841,0
DRE.US,D,20100414,000000,9.09838,9.15856,8.87628,8.92143,4812595.9881335,0
DRE.US,D,20100415,000000,8.86971,8.91497,8.70401,8.70401,4688565.3262115,0
DRE.US,D,20100416,000000,8.70401,8.76478,8.39527,8.39527,6371250.5869611,0
DRE.US,D,20100419,000000,8.32236,8.48777,8.26427,8.43645,3342448.6867864,0
DRE.US,D,20100420,000000,8.46877,8.61857,8.37617,8.61857,2935937.2522996,0
DRE.US,D,20100421,000000,8.6128,8.87628,8.57152,8.81033,4741598.523249,0
DRE.US,D,20100422,000000,8.68491,8.97306,8.66641,8.88821,5000714.085115,0
DRE.US,D,20100423,000000,8.9084,9.13379,8.85569,9.02995,7671390.8457814,0
DRE.US,D,20100426,000000,9.02995,9.30616,8.99384,9.19227,6502627.6169801,0
DRE.US,D,20100427,000000,9.09838,9.19615,8.71107,8.71107,5921475.307948,0
DRE.US,D,20100428,000000,8.82157,8.88185,8.6128,8.67914,4882114.5276765,0
DRE.US,D,20100429,000000,8.83729,9.22251,8.82157,9.19615,4511992.0964613,0
DRE.US,D,20100430,000000,9.19227,9.30616,8.85022,8.89577,5759095.1366932,0
DRE.US,D,20100503,000000,8.95525,9.30616,8.94769,9.14016,4866939.2053749,0
DRE.US,D,20100504,000000,8.87628,8.95525,8.64562,8.86971,6887570.4686304,0
DRE.US,D,20100505,000000,8.72519,8.99384,8.6128,8.77751,5436452.1407298,0
DRE.US,D,20100506,000000,8.71664,8.83729,7.72558,8.5563,10799967.423656,0
DRE.US,D,20100507,000000,8.49493,8.78447,8.17426,8.40193,10486133.634928,0
DRE.US,D,20100510,000000,8.83729,8.91497,8.69744,8.91497,7178257.215796,0
DRE.US,D,20100511,000000,8.74349,9.19227,8.73633,9.07073,6211497.4938283,0
DRE.US,D,20100512,000000,9.09838,9.43427,9.09838,9.41647,6382718.0393376,0
DRE.US,D,20100513,000000,9.34813,9.42333,9.07739,9.15179,9266699.8702396,0
DRE.US,D,20100514,000000,9.04218,9.10604,8.56177,8.67914,8242241.9521964,0
DRE.US,D,20100517,000000,8.73076,8.85569,8.39527,8.68491,6341515.2396449,0
DRE.US,D,20100518,000000,8.86414,8.88821,8.25224,8.2586,7814537.9498818,0
DRE.US,D,20100519,000000,8.1672,8.40193,7.9626,8.2041,7319623.7782378,0
DRE.US,D,20100520,000000,7.91506,7.97613,7.53471,7.54843,8960827.7468951,0
DRE.US,D,20100521,000000,7.39058,7.79102,7.24467,7.76596,8738804.9597073,0
DRE.US,D,20100524,000000,7.70588,7.84374,7.46239,7.47572,5524887.0502941,0
DRE.US,D,20100525,000000,7.21214,7.48746,7.00864,7.44936,7824641.0911172,0
DRE.US,D,20100526,000000,7.54843,7.75114,7.47572,7.48746,6167232.2831292,0
DRE.US,D,20100527,000000,7.71285,7.9626,7.57389,7.95514,4477716.4181849,0
DRE.US,D,20100528,000000,7.94251,8.02039,7.77809,7.80972,4148212.6563949,0
DRE.US,D,20100601,000000,7.70588,7.8694,7.58076,7.58812,4539530.6716011,0
DRE.US,D,20100602,000000,7.67266,7.89109,7.59309,7.89109,6223212.2715849,0
DRE.US,D,20100603,000000,7.83648,7.97613,7.79102,7.89536,4879036.0304665,0
DRE.US,D,20100604,000000,7.6462,7.83648,7.40878,7.43584,6989090.4994187,0
DRE.US,D,20100607,000000,7.49512,7.60075,7.35,7.37745,4493795.58405,0
DRE.US,D,20100608,000000,7.39705,7.50745,7.16002,7.45553,5728397.6333255,0
DRE.US,D,20100609,000000,7.5546,7.82972,7.52148,7.58076,4570415.1770855,0
DRE.US,D,20100610,000000,7.77153,8.0003,7.65894,7.99333,5771491.5673264,0
DRE.US,D,20100611,000000,7.88363,8.06734,7.82972,8.0547,3268717.5726812,0
DRE.US,D,20100614,000000,8.16043,8.21196,7.982,8.093,5036699.9279094,0
DRE.US,D,20100615,000000,8.093,8.37617,8.03401,8.37,4978267.7987957,0
DRE.US,D,20100616,000000,8.2586,8.34385,8.16043,8.21196,4588226.6259985,0
DRE.US,D,20100617,000000,7.82972,8.0745,7.80972,8.0547,28299058.457175,0
DRE.US,D,20100618,000000,8.03401,8.13984,7.94251,8.08096,8017918.8378968,0
DRE.US,D,20100621,000000,8.2041,8.33012,8.00776,8.0547,5663326.9290722,0
DRE.US,D,20100622,000000,8.08713,8.13288,7.78526,7.79102,5766037.3389254,0
DRE.US,D,20100623,000000,7.79838,7.89109,7.67972,7.84971,15229496.613632,0
DRE.US,D,20100624,000000,7.78526,7.81659,7.60711,7.63377,7426878.5406021,0
DRE.US,D,20100625,000000,7.65207,7.89109,7.56116,7.85697,7535075.3512635,0
DRE.US,D,20100628,000000,7.8694,7.87607,7.70588,7.7583,3857914.9942783,0
DRE.US,D,20100629,000000,7.60075,7.60711,7.40351,7.46916,8811782.0330198,0
DRE.US,D,20100630,000000,7.47045,7.68937,7.42271,7.46339,9238054.3632159,0
DRE.US,D,20100701,000000,7.50158,7.58812,7.26556,7.42271,6851901.3229689,0
DRE.US,D,20100702,000000,7.44936,7.44936,7.08105,7.12074,7795071.6327755,0
DRE.US,D,20100706,000000,7.26556,7.32404,6.69941,6.81787,8685144.4007303,0
DRE.US,D,20100707,000000,6.85765,7.11367,6.83139,7.06772,10957111.535646,0
